Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend,data_quality_score,cleansing_timestamp,record_source
DEBIT,3,4,67.5,225.0,Advance shipping,0,24,Women's Apparel,Bend,EE. UU.,,David,5839,Williams,,Consumer,OR,1449 High Carrefour,97701,5,Golf,44.07599258,-120.9686584,Europe,Slupsk,Polonia,5839,2016-09-30 22:55:00,43772,502,25.0,0.100000001,109315,50.0,0.300000012,5,250.0,225.0,67.5,Eastern Europe,Pomerania,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-10-03 22:55:00,Standard Class,1063,2612,30,15,4,20160930,9,2214,Friday,9,3,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,84.58000183,179.9600067,Advance shipping,0,29,Shop By Sport,La Habra,EE. UU.,,John,6366,Stout,,Consumer,CA,1286 Sunny Link,90631,5,Golf,33.93183518,-117.9316559,Europe,Dublín,Irlanda,6366,2015-08-29 08:25:00,16466,627,20.0,0.100000001,41122,39.99000168,0.469999999,5,199.9499969,179.9600067,84.58000183,Northern Europe,Dublín,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-08-31 08:25:00,Standard Class,1164,785,37,17,4,20150829,9,823,Saturday,8,3,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,58.49000168,179.9600067,Advance shipping,0,29,Shop By Sport,Albany,EE. UU.,,Mary,7052,Faulkner,,Consumer,OR,1475 Red Creek Stead,97321,5,Golf,44.65587616,-123.1170349,Europe,Frederiksberg,Dinamarca,7052,2015-06-29 09:44:00,12291,627,20.0,0.100000001,30704,39.99000168,0.330000013,5,199.9499969,179.9600067,58.49000168,Northern Europe,Región Capital,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-07-01 09:44:00,Standard Class,1289,902,37,17,4,20150629,9,542,Monday,6,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,-15.97999954,225.0,Late delivery,1,24,Women's Apparel,San Diego,EE. UU.,,Nancy,6776,Mills,,Consumer,CA,5365 Rocky Panda Vista,92105,5,Golf,32.74953461,-117.1046524,Europe,Zagreb,Croacia,6776,2016-12-07 22:50:00,48430,502,25.0,0.100000001,121123,50.0,-0.07,5,250.0,225.0,-15.97999954,Southern Europe,Grad Zagreb,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-12-13 22:50:00,Standard Class,1243,3155,30,15,4,20161207,10,2505,Wednesday,12,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,-360.0,225.0,Late delivery,1,24,Women's Apparel,West Covina,EE. UU.,,Jeffrey,10385,Smith,,Consumer,CA,5319 Fallen Wagon  Pike,91790,5,Golf,34.06787491,-117.9273758,Europe,Trier,Alemania,10385,2015-07-16 17:56:00,13479,502,25.0,0.100000001,33774,50.0,-1.600000024,5,250.0,225.0,-360.0,Western Europe,Renania-Palatinado,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-07-21 17:56:00,Standard Class,1899,2902,30,15,4,20150716,10,608,Thursday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,110.25,225.0,Late delivery,1,24,Women's Apparel,Jersey City,EE. UU.,,Ryan,4648,Daniel,,Consumer,NJ,9493 Harvest Prairie Corner,7305,5,Golf,40.70602036,-74.08685303,Europe,Le Creusot,Francia,4648,2015-09-22 18:53:00,18140,502,25.0,0.100000001,45332,50.0,0.49000001,5,250.0,225.0,110.25,Western Europe,Borgoña-Franco Condado,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-09-28 18:53:00,Standard Class,853,1423,30,15,4,20150922,10,980,Tuesday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,57.18999863,175.9600067,Late delivery,1,29,Shop By Sport,Laguna Hills,EE. UU.,,Mary,7288,Lamb,,Consumer,CA,5864 Crystal Cloud Bend,92653,5,Golf,33.61217499,-117.7096787,Europe,Frederiksberg,Dinamarca,7288,2017-09-08 21:13:00,67264,627,23.98999977,0.119999997,168112,39.99000168,0.330000013,5,199.9499969,175.9600067,57.18999863,Northern Europe,Región Capital,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-09-13 21:13:00,Standard Class,1328,901,37,17,4,20170908,10,3354,Friday,9,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,8.800000191,220.0,Advance shipping,0,24,Women's Apparel,Catonsville,EE. UU.,,Kenneth,3420,Price,,Consumer,MD,7740 Emerald Shadow Swale,21228,5,Golf,39.27961731,-76.71038055,Europe,Tamworth,Reino Unido,3420,2017-08-07 03:45:00,65022,502,30.0,0.119999997,162533,50.0,0.039999999,5,250.0,220.0,8.800000191,Northern Europe,Inglaterra,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-08-10 03:45:00,Standard Class,635,2762,30,15,4,20170807,9,3252,Monday,8,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,66.0,220.0,Advance shipping,0,24,Women's Apparel,Buffalo,EE. UU.,,Johnny,5048,Smith,,Consumer,NY,3367 Merry Mews,14215,5,Golf,42.94129181,-78.80055237,Europe,Huddersfield,Reino Unido,5048,2015-09-01 12:05:00,16682,502,30.0,0.119999997,41669,50.0,0.300000012,5,250.0,220.0,66.0,Northern Europe,Inglaterra,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-09-04 12:05:00,Standard Class,925,1172,30,15,4,20150901,9,842,Tuesday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,22.0,220.0,Late delivery,1,24,Women's Apparel,San Diego,EE. UU.,,Nancy,6776,Mills,,Consumer,CA,5365 Rocky Panda Vista,92105,5,Golf,32.74953461,-117.1046524,Europe,Zagreb,Croacia,6776,2016-12-07 22:50:00,48430,502,30.0,0.119999997,121122,50.0,0.100000001,5,250.0,220.0,22.0,Southern Europe,Grad Zagreb,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-12-13 22:50:00,Standard Class,1243,3155,30,15,4,20161207,10,2504,Wednesday,12,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,15.47999954,175.9600067,Advance shipping,0,29,Shop By Sport,Los Angeles,EE. UU.,,Daniel,8638,Wood,,Consumer,CA,6199 Blue Highway,90057,5,Golf,34.06108093,-118.2774735,Europe,Hamm,Alemania,8638,2017-07-22 11:07:00,63947,627,23.98999977,0.119999997,159854,39.99000168,0.090000004,5,199.9499969,175.9600067,15.47999954,Western Europe,Renania del Norte-Westfalia,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-07-25 11:07:00,Standard Class,1566,1061,37,17,4,20170722,9,3188,Saturday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,-140.7599945,175.9600067,Advance shipping,0,29,Shop By Sport,Portland,EE. UU.,,Mary,11658,Wilson,,Consumer,OR,2049 Silver Byway,97223,5,Golf,45.44815064,-122.7694931,Europe,Marly-le-Roi,Francia,11658,2015-10-06 04:09:00,19057,627,23.98999977,0.119999997,47635,39.99000168,-0.800000012,5,199.9499969,175.9600067,-140.7599945,Western Europe,Isla de Francia,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-10-09 04:09:00,Standard Class,2130,1690,37,17,4,20151006,9,1045,Tuesday,10,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,65.09999847,175.9600067,Advance shipping,0,29,Shop By Sport,Philadelphia,EE. UU.,,Mary,10129,Kidd,,Consumer,PA,7368 Blue Road,19134,5,Golf,39.98654556,-75.1084671,Europe,Drancy,Francia,10129,2015-06-04 12:23:00,10586,627,23.98999977,0.119999997,26515,39.99000168,0.370000005,5,199.9499969,175.9600067,65.09999847,Western Europe,Isla de Francia,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-06-06 12:23:00,Standard Class,1863,775,37,17,4,20150604,9,430,Thursday,6,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,16.5,220.0,Late delivery,1,24,Women's Apparel,Panorama City,EE. UU.,,Mary,4164,Smith,,Consumer,CA,9767 Merry Manor,91402,5,Golf,35.40668869,-118.8953018,Europe,Leeuwarden,Países Bajos,4164,2017-07-06 22:42:00,62884,502,30.0,0.119999997,157239,50.0,0.079999998,5,250.0,220.0,16.5,Western Europe,Frisia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-07-11 22:42:00,Standard Class,764,1434,30,15,4,20170706,10,3148,Thursday,7,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,4,-31.45999908,220.0,Shipping on time,0,24,Women's Apparel,Hanover,EE. UU.,,Amy,7783,Kent,,Consumer,PA,8598 Harvest Beacon Plaza,17331,5,Golf,39.79224014,-76.73596191,Europe,Dortmund,Alemania,7783,2015-10-02 23:26:00,18838,502,30.0,0.119999997,47115,50.0,-0.140000001,5,250.0,220.0,-31.45999908,Western Europe,Renania del Norte-Westfalia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-10-06 23:26:00,Standard Class,1423,769,30,15,4,20151002,12,1029,Friday,10,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,4,38.06000137,217.5,Shipping on time,0,24,Women's Apparel,La Puente,EE. UU.,,Nicholas,4896,Smith,,Consumer,CA,7810 Round Corners,91744,5,Golf,34.02830887,-117.9406891,Europe,Budënnovsk,Rusia,4896,2016-10-15 08:22:00,44758,502,32.5,0.129999995,111795,50.0,0.180000007,5,250.0,217.5,38.06000137,Eastern Europe,Stávropol,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-10-19 08:22:00,Standard Class,902,421,30,15,4,20161015,12,2278,Saturday,10,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,27.19000053,217.5,Late delivery,1,24,Women's Apparel,San Diego,EE. UU.,,Nancy,6776,Mills,,Consumer,CA,5365 Rocky Panda Vista,92105,5,Golf,32.74953461,-117.1046524,Europe,Zagreb,Croacia,6776,2016-12-07 22:50:00,48430,502,32.5,0.129999995,121120,50.0,0.129999995,5,250.0,217.5,27.19000053,Southern Europe,Grad Zagreb,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-12-13 22:50:00,Standard Class,1243,3155,30,15,4,20161207,10,2503,Wednesday,12,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,-337.1300049,217.5,Late delivery,1,24,Women's Apparel,Baltimore,EE. UU.,,Mary,7945,Smith,,Consumer,MD,9832 Bright Pioneer Lane,21215,5,Golf,39.36317062,-76.70053101,Europe,Rome,Italia,7945,2017-06-26 00:18:00,62135,502,32.5,0.129999995,155353,50.0,-1.549999952,5,250.0,217.5,-337.1300049,Southern Europe,Lacio,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-07-02 00:18:00,Standard Class,1450,2344,30,15,4,20170626,10,3106,Monday,6,2,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,17.39999962,173.9600067,Late delivery,1,29,Shop By Sport,Hyattsville,EE. UU.,,Mary,3046,Newman,,Consumer,MD,5578 Hazy River End,20783,5,Golf,38.98765183,-76.98097229,Europe,Mougins,Francia,3046,2015-06-28 14:06:00,12235,627,25.98999977,0.129999995,30572,39.99000168,0.100000001,5,199.9499969,173.9600067,17.39999962,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-07-04 14:06:00,Standard Class,564,1855,37,17,4,20150628,10,539,Sunday,6,2,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,24.57999992,217.5,Advance shipping,0,24,Women's Apparel,Alhambra,EE. UU.,,Mary,1622,Smith,,Consumer,CA,1098 Fallen By-pass,91801,5,Golf,34.10591126,-118.1196442,Europe,Vannes,Francia,1622,2015-08-10 21:35:00,15202,502,32.5,0.129999995,38025,50.0,0.109999999,5,250.0,217.5,24.57999992,Western Europe,Bretaña,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-08-13 21:35:00,Standard Class,305,2960,30,15,4,20150810,9,707,Monday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,63.08000183,217.5,Advance shipping,0,24,Women's Apparel,Roseburg,EE. UU.,,Nicole,7567,Adams,,Consumer,OR,6767 Shady Chase,97470,5,Golf,43.29366684,-123.3505096,Europe,Nice,Francia,7567,2015-07-10 17:36:00,13067,502,32.5,0.129999995,32689,50.0,0.289999992,5,250.0,217.5,63.08000183,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-07-13 17:36:00,Standard Class,1382,1974,30,15,4,20150710,9,578,Friday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,61.63000107,212.5,Late delivery,1,24,Women's Apparel,Union City,EE. UU.,,Kevin,12066,Smith,,Consumer,NJ,6234 Honey Grove Expressway,7087,5,Golf,40.7615242,-74.03826904,Europe,Dundee,Reino Unido,12066,2015-06-08 14:08:00,10865,502,37.5,0.150000006,27217,50.0,0.289999992,5,250.0,212.5,61.63000107,Northern Europe,Escocia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-06-14 14:08:00,Standard Class,2206,796,30,15,4,20150608,10,453,Monday,6,2,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,-288.9299927,169.9600067,Advance shipping,0,29,Shop By Sport,Baltimore,EE. UU.,,Douglas,7554,Keith,,Consumer,MD,3257 Sleepy View Downs,21224,5,Golf,39.29225159,-76.57032776,Europe,Celle,Alemania,7554,2017-09-17 21:23:00,67881,627,29.98999977,0.150000006,169710,39.99000168,-1.700000048,5,199.9499969,169.9600067,-288.9299927,Western Europe,Baja Sajonia,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-09-19 21:23:00,Standard Class,1380,529,37,17,4,20170917,9,3389,Sunday,9,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,65.87999725,212.5,Advance shipping,0,24,Women's Apparel,New Bedford,EE. UU.,,Benjamin,7390,Smith,,Consumer,MA,9447 Dusty Beacon Turnabout,2740,5,Golf,41.6280365,-70.92701721,Europe,Berlín,Alemania,7390,2015-10-16 18:09:00,19782,502,37.5,0.150000006,49437,50.0,0.310000002,5,250.0,212.5,65.87999725,Western Europe,Berlín,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-10-19 18:09:00,Standard Class,1347,313,30,15,4,20151016,9,1109,Friday,10,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,3,4,44.16999817,167.9600067,Advance shipping,0,29,Shop By Sport,Loveland,EE. UU.,,Andrea,9381,Smith,,Consumer,OH,1358 Middle Dale Field,45140,5,Golf,39.2714386,-84.27872467,Europe,Rome,Italia,9381,2015-08-07 14:45:00,14977,627,31.98999977,0.159999996,37513,39.99000168,0.25999999,5,199.9499969,167.9600067,44.16999817,Southern Europe,Lacio,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-08-10 14:45:00,Standard Class,1722,2343,37,17,4,20150807,9,695,Friday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,71.40000153,210.0,Advance shipping,0,24,Women's Apparel,Detroit,EE. UU.,,Anna,9154,Gillespie,,Consumer,MI,8546 Thunder Goose Inlet,48224,5,Golf,42.41482544,-82.9394455,Europe,Bari,Italia,9154,2017-09-22 08:14:00,68186,502,40.0,0.159999996,170477,50.0,0.340000004,5,250.0,210.0,71.40000153,Southern Europe,Apulia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-09-24 08:14:00,Standard Class,1670,265,30,15,4,20170922,9,3398,Friday,9,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,29.39999962,294.0,Late delivery,1,26,Girls' Apparel,Encinitas,EE. UU.,,Justin,9910,Ortega,,Consumer,CA,5393 Shady Passage,92024,5,Golf,33.04647064,-117.2896729,Europe,Berlín,Alemania,9910,2015-08-27 22:26:00,16369,565,56.0,0.159999996,40862,70.0,0.100000001,5,350.0,294.0,29.39999962,Western Europe,Berlín,COMPLETE,,565,26,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,adidas Youth Germany Black/Red Away Match Soc,70.0,0,2015-09-01 22:26:00,Standard Class,1817,306,32,16,4,20150827,10,812,Thursday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,-268.730011,167.9600067,Late delivery,1,29,Shop By Sport,New York,EE. UU.,,Teresa,5606,White,,Consumer,NY,4251 Iron Robin Falls,10011,5,Golf,40.73928452,-73.99893189,Europe,Pontault-Combault,Francia,5606,2015-10-11 00:28:00,19389,627,31.98999977,0.159999996,48458,39.99000168,-1.600000024,5,199.9499969,167.9600067,-268.730011,Western Europe,Isla de Francia,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-10-16 00:28:00,Standard Class,1029,2156,37,17,4,20151011,10,1069,Sunday,10,4,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,-26.25,210.0,Late delivery,1,24,Women's Apparel,Mesa,EE. UU.,,Steven,4323,Smith,,Consumer,AZ,6718 High Panda Dell,85204,5,Golf,33.41001129,-111.7717972,Europe,Bezons,Francia,4323,2015-06-07 16:46:00,10804,502,40.0,0.159999996,27037,50.0,-0.129999995,5,250.0,210.0,-26.25,Western Europe,Isla de Francia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-06-12 16:46:00,Standard Class,791,317,30,15,4,20150607,10,447,Sunday,6,2,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,39.90000153,210.0,Advance shipping,0,24,Women's Apparel,Oceanside,EE. UU.,,Mary,12000,Mejia,,Consumer,CA,2585 Dewy Panda Centre,92057,5,Golf,33.22548676,-117.3070679,Europe,Essen,Alemania,12000,2017-08-15 11:05:00,65591,502,40.0,0.159999996,163926,50.0,0.189999998,5,250.0,210.0,39.90000153,Western Europe,Renania del Norte-Westfalia,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-08-17 11:05:00,Standard Class,2188,835,30,15,4,20170815,9,3279,Tuesday,8,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,56.70000076,210.0,Late delivery,1,24,Women's Apparel,Asheboro,EE. UU.,,Mary,5360,Smith,,Consumer,NC,8929 Harvest Promenade,27203,5,Golf,35.70111466,-79.82025147,Europe,Douarnenez,Francia,5360,2015-09-11 23:38:00,17400,502,40.0,0.159999996,43489,50.0,0.270000011,5,250.0,210.0,56.70000076,Western Europe,Bretaña,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-09-17 23:38:00,Standard Class,982,771,30,15,4,20150911,10,909,Friday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,6,4,97.52999878,207.5,Late delivery,1,24,Women's Apparel,Rancho Cordova,EE. UU.,,Jacob,2037,Clark,,Consumer,CA,6639 Clear Fawn Grounds,95670,5,Golf,38.61177445,-121.2828674,Europe,Constanza,Rumania,2037,2016-09-29 11:11:00,43670,502,42.5,0.170000002,109063,50.0,0.469999999,5,250.0,207.5,97.52999878,Eastern Europe,Constanza,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-10-05 11:11:00,Standard Class,380,635,30,15,4,20160929,10,2208,Thursday,9,3,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,41.49000168,165.9600067,Late delivery,1,29,Shop By Sport,El Paso,EE. UU.,,Ashley,10116,Smith,,Consumer,TX,3450 Round Gate Close,79912,5,Golf,31.84699822,-106.5490112,Europe,London,Reino Unido,10116,2015-10-19 18:41:00,19989,627,33.99000168,0.170000002,49969,39.99000168,0.25,5,199.9499969,165.9600067,41.49000168,Northern Europe,Inglaterra,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-10-24 18:41:00,Standard Class,1858,1503,37,17,4,20151019,10,1123,Monday,10,4,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,4,14.60000038,165.9600067,Shipping on time,0,29,Shop By Sport,San Diego,EE. UU.,,Linda,1445,Ortiz,,Consumer,CA,9761 Grand Shadow Extension,92115,5,Golf,32.75856018,-117.0881882,Europe,Barcelona,España,1445,2015-08-28 01:35:00,16378,627,33.99000168,0.170000002,40890,39.99000168,0.090000004,5,199.9499969,165.9600067,14.60000038,Southern Europe,Cataluña,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-09-01 01:35:00,Standard Class,268,255,37,17,4,20150828,12,813,Friday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,-159.1499939,207.5,Late delivery,1,24,Women's Apparel,Pompano Beach,EE. UU.,,Teresa,8488,Allen,,Consumer,FL,7096 Foggy Court,33064,5,Golf,26.28325081,-80.09656525,Europe,Guidonia Montecelio,Italia,8488,2017-07-22 18:50:00,63969,502,42.5,0.170000002,159931,50.0,-0.769999981,5,250.0,207.5,-159.1499939,Southern Europe,Lacio,COMPLETE,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-07-27 18:50:00,Standard Class,1537,1024,30,15,4,20170722,10,3190,Saturday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,5,4,53.93999863,165.9600067,Late delivery,1,29,Shop By Sport,Riverside,EE. UU.,,Brittany,2269,Garner,,Consumer,CA,1548 Lazy Circuit,92504,5,Golf,33.93642426,-117.4205856,Europe,Toulouse,Francia,2269,2017-08-10 11:16:00,65249,627,33.99000168,0.170000002,163059,39.99000168,0.330000013,5,199.9499969,165.9600067,53.93999863,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-08-15 11:16:00,Standard Class,423,2885,37,17,4,20170810,10,3267,Thursday,8,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,4,4,81.3199997,165.9600067,Shipping on time,0,29,Shop By Sport,Columbus,EE. UU.,,Mary,10043,Smith,,Consumer,OH,1396 Pleasant Barn Beach,43230,5,Golf,40.0230751,-82.8732605,Europe,Mulhouse,Francia,10043,2015-08-14 08:16:00,15438,627,33.99000168,0.170000002,38591,39.99000168,0.49000001,5,199.9499969,165.9600067,81.3199997,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-08-18 08:16:00,Standard Class,1838,1860,37,17,4,20150814,12,734,Friday,8,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
