Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode, ,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend
CASH,2,1,-7.940000057,126.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Janet,10764,Mccoy,XXXXXXXXX,Corporate,PR,4839 Lazy View,725,5,Golf,18.23037148,-66.37051392,Europe,Hamburgo,Alemania,10764,6/28/2017 2:45,62279,502,24.0,0.159999996,155711,50.0,-0.059999999,3,150.0,126.0,-7.940000057,Western Europe,Hamburgo,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/30/2017 2:45,First Class,,2913,1529,34,15,4,20170628,1,4917,Wednesday,6,2,2017,False
CASH,2,1,28.67000008,81.90000153,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9992,Smith,XXXXXXXXX,Corporate,PR,2676 Velvet Common,725,3,Footwear,18.29933739,-66.37055969,LATAM,Hermosillo,México,9992,4/26/2015 19:38,7935,172,8.100000381,0.090000004,19827,30.0,0.349999994,3,90.0,81.90000153,28.67000008,Central America,Sonora,CLOSED,,172,9,,http://images.acmesports.sports/Nike+Women%27s+Tempo+Shorts,Nike Women's Tempo Shorts,30.0,0,4/28/2015 19:38,First Class,,2694,1598,14,7,2,20150426,1,657,Sunday,4,2,2015,True
CASH,2,1,95.54000092,272.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Donna,9327,Smith,XXXXXXXXX,Corporate,PR,4114 Clear Nectar Isle,725,3,Footwear,18.20042229,-66.37059021,LATAM,Paraná,Argentina,9327,3/17/2017 12:32,55251,191,27.0,0.090000004,138171,99.98999786,0.349999994,3,299.9700012,272.9700012,95.54000092,South America,Entre Ríos,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/19/2017 12:32,First Class,,2526,3027,15,7,2,20170317,1,4387,Friday,3,1,2017,False
CASH,2,1,94.73000336,260.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,5824,Smith,XXXXXXXXX,Corporate,PR,2248 Bright Way,725,3,Footwear,18.20789528,-66.37052918,LATAM,Mixco,Guatemala,5824,2/22/2017 11:41,53673,191,39.0,0.129999995,134174,99.98999786,0.360000014,3,299.9700012,260.9700012,94.73000336,Central America,Guatemala,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/24/2017 11:41,First Class,,1581,2680,15,7,2,20170222,1,4245,Wednesday,2,1,2017,False
CASH,2,1,38.25,224.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Megan,1764,Davila,XXXXXXXXX,Corporate,PR,4682 Red View,725,3,Footwear,18.24567986,-66.37054443,LATAM,Santo Domingo,República Dominicana,1764,5/7/2015 8:34,8657,191,74.98999786,0.25,21615,99.98999786,0.170000002,3,299.9700012,224.9799957,38.25,Caribbean,Santo Domingo,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/9/2015 8:34,First Class,,477,3727,15,7,2,20150507,1,720,Thursday,5,2,2015,False
CASH,2,1,36.66999817,224.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,6989,Smith,XXXXXXXXX,Corporate,PR,7509 Little Expressway,725,3,Footwear,18.22945023,-66.37058258,LATAM,Coacalco,México,6989,1/4/2015 21:11,267,191,74.98999786,0.25,673,99.98999786,0.159999996,3,299.9700012,224.9799957,36.66999817,Central America,México,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/6/2015 21:11,First Class,,1889,898,15,7,2,20150104,1,27,Sunday,1,1,2015,True
CASH,2,1,13.09000015,174.5700073,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,904,Gonzales,XXXXXXXXX,Corporate,PR,5630 Silent Farms,725,4,Apparel,18.22748566,-66.04354096,LATAM,León,México,904,4/4/2015 1:47,6377,365,5.400000095,0.029999999,15971,59.99000168,0.079999998,3,179.9700012,174.5700073,13.09000015,Central America,Guanajuato,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/6/2015 1:47,First Class,,250,2092,32,13,3,20150404,1,526,Saturday,4,2,2015,True
CASH,2,1,44.45000076,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Martha,4902,Garcia,XXXXXXXXX,Corporate,PR,6546 Wishing Moor,725,4,Apparel,18.2208004,-66.37055969,LATAM,Mixco,Guatemala,4902,3/27/2017 15:40,55945,365,9.0,0.050000001,139883,59.99000168,0.25999999,3,179.9700012,170.9700012,44.45000076,Central America,Guatemala,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/29/2017 15:40,First Class,,1338,2681,32,13,3,20170327,1,4442,Monday,3,1,2017,False
CASH,2,1,-114.6399994,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,4422,Schwartz,XXXXXXXXX,Corporate,PR,2676 Velvet Common,725,4,Apparel,18.20640945,-66.37052918,LATAM,Colima,México,4422,5/17/2017 17:52,59445,365,16.20000076,0.090000004,148802,59.99000168,-0.699999988,3,179.9700012,163.7700043,-114.6399994,Central America,Colima,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/19/2017 17:52,First Class,,1203,910,32,13,3,20170517,1,4722,Wednesday,5,2,2017,False
CASH,2,1,43.54999924,119.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Rachel,1417,Smith,XXXXXXXXX,Corporate,PR,9543 Lost Corners,725,5,Golf,18.25158501,-66.37049866,LATAM,Apopa,El Salvador,1417,4/12/2015 7:44,6942,627,0.0,0.0,17387,39.99000168,0.360000014,3,119.9700012,119.9700012,43.54999924,Central America,San Salvador,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/14/2015 7:44,First Class,,375,152,41,17,4,20150412,1,567,Sunday,4,2,2015,True
CASH,2,1,69.08999634,147.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Karen,2856,Guzman,XXXXXXXXX,Corporate,PR,8641 Sleepy Mews,725,5,Golf,18.29691505,-66.37062073,LATAM,Pirapora,Brasil,2856,6/15/2017 12:03,61415,502,3.0,0.02,153610,50.0,0.469999999,3,150.0,147.0,69.08999634,South America,Minas Gerais,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/17/2017 12:03,First Class,,781,3164,34,15,4,20170615,1,4867,Thursday,6,2,2017,False
CASH,2,1,-26.54999924,111.5699997,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Lauren,2854,Smith,XXXXXXXXX,Corporate,PR,4392 Burning Farms,725,5,Golf,18.23596954,-66.37060547,LATAM,Metepec,México,2854,5/13/2017 10:52,59151,627,8.399999619,0.07,148045,39.99000168,-0.239999995,3,119.9700012,111.5699997,-26.54999924,Central America,México,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/15/2017 10:52,First Class,,780,2601,41,17,4,20170513,1,4700,Saturday,5,2,2017,True
CASH,2,1,-6.599999905,74.97000122,Late delivery,1,40,Accessories,Caguas,Puerto Rico,XXXXXXXXX,Richard,7296,Randall,XXXXXXXXX,Corporate,PR,3741 Noble Nook,725,6,Outdoors,18.24425125,-66.37055206,LATAM,Santiago de Chile,Chile,7296,3/8/2017 3:15,54608,885,0.0,0.0,136582,24.98999977,-0.090000004,3,74.97000122,74.97000122,-6.599999905,South America,Santiago de Chile,CLOSED,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,3/10/2017 3:15,First Class,,1972,3683,56,21,5,20170308,1,4337,Wednesday,3,1,2017,False
CASH,2,1,9.670000076,46.04999924,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,XXXXXXXXX,Heather,11014,Smith,XXXXXXXXX,Corporate,PR,8417 Cinder Key,725,6,Outdoors,18.27233315,-66.37057495,LATAM,Quetzaltenango,Guatemala,11014,2/20/2015 1:40,3431,926,1.919999957,0.039999999,8530,15.98999977,0.209999993,3,47.97000122,46.04999924,9.670000076,Central America,Quezaltenango,CLOSED,,926,41,,http://images.acmesports.sports/Glove+It+Imperial+Golf+Towel,Glove It Imperial Golf Towel,15.98999977,0,2/22/2015 1:40,First Class,,2979,3303,64,22,5,20150220,1,285,Friday,2,1,2015,False
CASH,2,1,49.40999985,137.25,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Heather,11014,Smith,XXXXXXXXX,Corporate,PR,8417 Cinder Key,725,6,Outdoors,18.27233315,-66.37057495,LATAM,Quetzaltenango,Guatemala,11014,2/20/2015 1:40,3431,823,18.71999931,0.119999997,8528,51.99000168,0.360000014,3,155.9700012,137.25,49.40999985,Central America,Quezaltenango,CLOSED,,823,37,,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1x High Numbers Personalized Go,51.99000168,0,2/22/2015 1:40,First Class,,2979,3303,49,19,5,20150220,1,283,Friday,2,1,2015,False
CASH,2,1,79.16000366,272.9700012,Late delivery,1,9,Cardio Equipment,Vega Baja,Puerto Rico,XXXXXXXXX,Austin,6648,Ho,XXXXXXXXX,Corporate,PR,7885 Colonial Mount,693,3,Footwear,18.44484711,-66.38641357,Pacific Asia,Nagpur,India,6648,2/22/2016 7:38,28589,191,27.0,0.090000004,71550,99.98999786,0.289999992,3,299.9700012,272.9700012,79.16000366,South Asia,Maharashtra,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/24/2016 7:38,First Class,,1804,2809,15,7,2,20160222,1,2669,Monday,2,1,2016,False
CASH,2,1,-191.2899933,260.9700012,Late delivery,1,9,Cardio Equipment,Toa Alta,Puerto Rico,XXXXXXXXX,Gary,3817,Garcia,XXXXXXXXX,Corporate,PR,8736 Merry Moor,953,3,Footwear,18.37145042,-66.20330811,Pacific Asia,Sydney,Australia,3817,12/30/2015 18:56,24922,191,39.0,0.129999995,62443,99.98999786,-0.730000019,3,299.9700012,260.9700012,-191.2899933,Oceania,Nueva Gales del Sur,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/1/2016 18:56,First Class,,1041,4073,15,7,2,20151230,1,2303,Wednesday,12,4,2015,False
CASH,2,1,19.52000046,172.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Megan,1764,Davila,XXXXXXXXX,Corporate,PR,4682 Red View,725,4,Apparel,18.24567986,-66.37054443,Pacific Asia,Fengcheng,China,1764,1/23/2016 9:05,26538,365,7.199999809,0.039999999,66442,59.99000168,0.109999999,3,179.9700012,172.7700043,19.52000046,Eastern Asia,Liaoning,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/25/2016 9:05,First Class,,477,1290,32,13,3,20160123,1,2462,Saturday,1,1,2016,True
CASH,2,1,60.47000122,172.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,John,8539,Smith,XXXXXXXXX,Corporate,PR,5202 Old Shadow Rise,725,4,Apparel,18.20027351,-66.37057495,Pacific Asia,Jieyang,China,8539,11/19/2015 16:42,22107,365,7.199999809,0.039999999,55316,59.99000168,0.349999994,3,179.9700012,172.7700043,60.47000122,Eastern Asia,Guangdong,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/21/2015 16:42,First Class,,2313,1806,32,13,3,20151119,1,1966,Thursday,11,4,2015,False
CASH,2,1,11.60999966,134.9799957,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Barbara,10933,Smith,XXXXXXXXX,Corporate,PR,5594 Jagged Embers By-pass,725,4,Apparel,18.25609589,-66.37055969,Pacific Asia,Sydney,Australia,10933,12/2/2015 12:19,22985,365,44.99000168,0.25,57522,59.99000168,0.090000004,3,179.9700012,134.9799957,11.60999966,Oceania,Nueva Gales del Sur,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/4/2015 12:19,First Class,,2959,4067,32,13,3,20151202,1,2064,Wednesday,12,4,2015,False
CASH,2,1,-6.769999981,118.7699966,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,3625,Smith,XXXXXXXXX,Corporate,PR,357 Noble Lane,725,5,Golf,18.25517273,-66.37060547,Pacific Asia,Guangzhou,China,3625,2/3/2016 0:08,27266,627,1.200000048,0.01,68300,39.99000168,-0.059999999,3,119.9700012,118.7699966,-6.769999981,Eastern Asia,Guangdong,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/5/2016 0:08,First Class,,983,1483,41,17,4,20160203,1,2544,Wednesday,2,1,2016,False
CASH,2,1,3.869999886,61.47999954,Late delivery,1,40,Accessories,Caguas,Puerto Rico,XXXXXXXXX,Charles,238,Turner,XXXXXXXXX,Corporate,PR,7760 Golden Limits,725,6,Outdoors,18.35900307,-66.07815552,Pacific Asia,Shenyang,China,238,1/26/2016 22:13,26781,885,13.48999977,0.180000007,67100,24.98999977,0.059999999,3,74.97000122,61.47999954,3.869999886,Eastern Asia,Liaoning,CLOSED,,885,40,,http://images.acmesports.sports/Team+Golf+St.+Louis+Cardinals+Putter+Grip,Team Golf St. Louis Cardinals Putter Grip,24.98999977,0,1/28/2016 22:13,First Class,,66,3882,56,21,5,20160126,1,2491,Tuesday,1,1,2016,False
CASH,2,1,-168.9199982,105.5699997,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,9689,Moore,XXXXXXXXX,Corporate,PR,3996 Misty Vale,725,5,Golf,18.28805924,-66.37062836,USCA,Houston,Estados Unidos,9689,4/26/2016 5:27,32967,627,14.39999962,0.119999997,82446,39.99000168,-1.600000024,3,119.9700012,105.5699997,-168.9199982,US Center,Texas,CLOSED,77095.0,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/28/2016 5:27,First Class,,2622,1669,41,17,4,20160426,1,3003,Tuesday,4,2,2016,False
CASH,2,1,30.35000038,127.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3488,Mueller,XXXXXXXXX,Corporate,PR,3902 Umber Valley,725,5,Golf,18.2970829,-66.37057495,USCA,Philadelphia,Estados Unidos,3488,6/26/2016 14:39,37172,502,22.5,0.150000006,92756,50.0,0.239999995,3,150.0,127.5,30.35000038,East of USA,Pensilvania,CLOSED,19140.0,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/28/2016 14:39,First Class,,945,3144,34,15,4,20160626,1,3152,Sunday,6,2,2016,True
CASH,2,1,-152.4799957,98.37999725,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Phillip,309,Smith,XXXXXXXXX,Corporate,PR,4651 Dewy Village,725,5,Golf,18.02523232,-66.61327362,USCA,Dallas,Estados Unidos,309,6/4/2016 23:26,35690,627,21.59000015,0.180000007,89138,39.99000168,-1.549999952,3,119.9700012,98.37999725,-152.4799957,US Center,Texas,CLOSED,75081.0,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,6/6/2016 23:26,First Class,,93,1042,41,17,4,20160604,1,3105,Saturday,6,2,2016,True
CASH,2,1,27.61000061,106.2099991,Late delivery,1,13,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Mary,10046,Smith,XXXXXXXXX,Corporate,PR,8407 Colonial Cloud Mall,725,3,Footwear,18.2917347,-66.3705368,Africa,Fayún,Egipto,10046,1/3/2017 7:33,50236,282,21.75,0.170000002,125568,31.98999977,0.25999999,4,127.9599991,106.2099991,27.61000061,North Africa,Fayún,CLOSED,,282,13,,http://images.acmesports.sports/Under+Armour+Women%27s+Ignite+PIP+VI+Slide,Under Armour Women's Ignite PIP VI Slide,31.98999977,0,1/5/2017 7:33,First Class,,2716,1287,24,11,2,20170103,1,3949,Tuesday,1,1,2017,False
CASH,2,1,-2.079999924,148.7599945,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,2911,Smith,XXXXXXXXX,Corporate,PR,9166 Golden Nectar Corner,725,5,Golf,18.22272873,-66.37052918,Africa,Dakar,Senegal,2911,12/4/2016 1:38,48164,627,11.19999981,0.07,120452,39.99000168,-0.01,4,159.9600067,148.7599945,-2.079999924,West Africa,Dakar,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,12/6/2016 1:38,First Class,,794,1034,41,17,4,20161204,1,3814,Sunday,12,4,2016,True
CASH,2,1,42.08000183,160.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6448,Lawrence,XXXXXXXXX,Corporate,PR,4839 Velvet Place,725,5,Golf,18.2444706,-66.37055969,Africa,Ibadan,Nigeria,6448,1/9/2017 14:54,50668,502,40.0,0.200000003,126616,50.0,0.25999999,4,200.0,160.0,42.08000183,West Africa,Oyo,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/11/2017 14:54,First Class,,1752,1705,34,15,4,20170109,1,3983,Monday,1,1,2017,False
CASH,2,1,108.1699982,235.1600037,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Jane,1001,Thomas,XXXXXXXXX,Corporate,PR,8428 Blue Prairie Farm,725,4,Apparel,18.29652023,-66.04867554,Europe,Turin,Italia,1001,9/23/2015 1:54,18160,365,4.800000191,0.02,45389,59.99000168,0.460000008,4,239.9600067,235.1600037,108.1699982,Southern Europe,Piamonte,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/25/2015 1:54,First Class,,271,4395,32,13,3,20150923,1,1575,Wednesday,9,3,2015,False
CASH,2,1,111.7300034,232.7599945,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Susan,5082,Smith,XXXXXXXXX,Corporate,PR,5193 Jagged Island Place,725,4,Apparel,18.219347,-66.37052918,Europe,Courbevoie,Francia,5082,9/22/2015 23:48,18154,365,7.199999809,0.029999999,45372,59.99000168,0.479999989,4,239.9600067,232.7599945,111.7300034,Western Europe,Isla de Francia,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/24/2015 23:48,First Class,,1380,961,32,13,3,20150922,1,1571,Tuesday,9,3,2015,False
CASH,2,1,76.01999664,230.3600006,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Susan,5082,Smith,XXXXXXXXX,Corporate,PR,5193 Jagged Island Place,725,4,Apparel,18.219347,-66.37052918,Europe,Courbevoie,Francia,5082,9/22/2015 23:48,18154,365,9.600000381,0.039999999,45370,59.99000168,0.330000013,4,239.9600067,230.3600006,76.01999664,Western Europe,Isla de Francia,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/24/2015 23:48,First Class,,1380,961,32,13,3,20150922,1,1569,Tuesday,9,3,2015,False
CASH,2,1,107.9800034,215.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Martha,9210,Daniels,XXXXXXXXX,Corporate,PR,4851 Green Rise,725,4,Apparel,18.25856972,-66.37050629,Europe,Hamburgo,Alemania,9210,8/13/2015 8:05,15369,365,24.0,0.100000001,38429,59.99000168,0.5,4,239.9600067,215.9600067,107.9800034,Western Europe,Hamburgo,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/15/2015 8:05,First Class,,2490,1532,32,13,3,20150813,1,1267,Thursday,8,3,2015,False
CASH,2,1,-52.18999863,208.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Patrick,9236,Webb,XXXXXXXXX,Corporate,PR,9236 Little Pony Wharf,725,4,Apparel,18.26347351,-66.37059021,Europe,London,Reino Unido,9236,8/13/2015 1:47,15351,365,31.19000053,0.129999995,38387,59.99000168,-0.25,4,239.9600067,208.7700043,-52.18999863,Northern Europe,Inglaterra,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/15/2015 1:47,First Class,,2496,2177,32,13,3,20150813,1,1265,Thursday,8,3,2015,False
CASH,2,1,18.37000084,208.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8502,Eaton,XXXXXXXXX,Corporate,PR,6132 Wishing Island Avenue,725,4,Apparel,18.23153114,-66.3705368,Europe,Maisons-Alfort,Francia,8502,8/2/2015 10:02,14621,365,31.19000053,0.129999995,36574,59.99000168,0.090000004,4,239.9600067,208.7700043,18.37000084,Western Europe,Isla de Francia,CLOSED,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/4/2015 10:02,First Class,,2302,2305,32,13,3,20150802,1,1192,Sunday,8,3,2015,True
CASH,2,1,56.15000153,187.1600037,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,David,6242,Smith,XXXXXXXXX,Corporate,PR,9174 Umber Zephyr Run,725,6,Outdoors,18.26251984,-66.37051392,Europe,Herne,Alemania,6242,8/21/2015 16:08,15940,821,20.79999924,0.100000001,39828,51.99000168,0.300000012,4,207.9600067,187.1600037,56.15000153,Western Europe,Renania del Norte-Westfalia,CLOSED,,821,37,,http://images.acmesports.sports/Titleist+Pro+V1+High+Numbers+Personalized+Golf+Balls,Titleist Pro V1 High Numbers Personalized Gol,51.99000168,0,8/23/2015 16:08,First Class,,1693,1601,47,19,5,20150821,1,1325,Friday,8,3,2015,False
CASH,2,1,33.20000076,331.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,8309,Morales,XXXXXXXXX,Corporate,PR,29 Golden Grove Ramp,725,3,Footwear,18.20601082,-66.37055206,LATAM,Toluca,México,8309,1/4/2015 5:25,222,191,67.98999786,0.170000002,540,99.98999786,0.100000001,4,399.9599915,331.9700012,33.20000076,Central America,México,CLOSED,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/6/2015 5:25,First Class,,2252,4316,15,7,2,20150104,1,22,Sunday,1,1,2015,True
CASH,2,1,79.68000031,166.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,908,Smith,XXXXXXXXX,Corporate,PR,7798 Cinder Dale,725,5,Golf,18.22406769,-66.04705048,LATAM,Vassouras,Brasil,908,6/13/2017 19:25,61299,502,34.0,0.170000002,153349,50.0,0.479999989,4,200.0,166.0,79.68000031,South America,Río de Janeiro,CLOSED,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/15/2017 19:25,First Class,,251,4466,34,15,4,20170613,1,4856,Tuesday,6,2,2017,False
CASH,2,1,43.25,127.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4422,Schwartz,XXXXXXXXX,Corporate,PR,2676 Velvet Common,725,5,Golf,18.20640945,-66.37052918,LATAM,Colima,México,4422,5/17/2017 17:52,59445,627,31.98999977,0.200000003,148805,39.99000168,0.340000004,4,159.9600067,127.9700012,43.25,Central America,Colima,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/19/2017 17:52,First Class,,1203,910,41,17,4,20170517,1,4725,Wednesday,5,2,2017,False
CASH,2,1,16.0,127.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Rose,5030,Harper,XXXXXXXXX,Corporate,PR,3671 Silver Village,725,5,Golf,18.24529076,-66.37052155,LATAM,Petapa,Guatemala,5030,2/25/2017 18:31,53898,627,31.98999977,0.200000003,134759,39.99000168,0.129999995,4,159.9600067,127.9700012,16.0,Central America,Guatemala,CLOSED,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/27/2017 18:31,First Class,,1369,3127,41,17,4,20170225,1,4270,Saturday,2,1,2017,True
